pattern_type,objective_type,objective_id,prev_event_id,next_event_id,from_robot_id,to_robot_id,robot_id,from_objective_id,to_objective_id,event_i,event_j,event_k,returning_robot_id,intermediate_robot_id,reason_capability,objective_1,objective_2,mission_id,overlap_start,overlap_end
objective_switch,mission,,e361,e421,,,r5,m15,m18,,,,,,,,,,,
objective_switch,mission,,e4,e16,,,r5,m1,m4,,,,,,,,,,,
objective_switch,mission,,e40,e44,,,r5,m7,m2,,,,,,,,,,,
objective_switch,mission,,e421,e433,,,r5,m18,m19,,,,,,,,,,,
objective_switch,mission,,e433,e448,,,r5,m19,m20,,,,,,,,,,,
objective_switch,mission,,e44,e60,,,r5,m2,m9,,,,,,,,,,,
objective_switch,mission,,e448,e573,,,r5,m20,m11,,,,,,,,,,,
objective_switch,mission,,e573,e603,,,r5,m11,m13,,,,,,,,,,,
objective_switch,mission,,e60,e68,,,r5,m9,m5,,,,,,,,,,,
objective_switch,mission,,e603,e633,,,r5,m13,m14,,,,,,,,,,,
