pattern_type,objective_type,objective_id,prev_event_id,next_event_id,from_robot_id,to_robot_id,robot_id,from_objective_id,to_objective_id,event_i,event_j,event_k,returning_robot_id,intermediate_robot_id,reason_capability,objective_1,objective_2,mission_id,overlap_start,overlap_end
objective_switch,mission,,e32,e36,,,r1,m1,m6,,,,,,,,,,,
objective_switch,mission,,e336,e370,,,r1,m14,m16,,,,,,,,,,,
objective_switch,mission,,e36,e76,,,r1,m6,m5,,,,,,,,,,,
objective_switch,mission,,e370,e395,,,r1,m16,m17,,,,,,,,,,,
objective_switch,mission,,e395,e415,,,r1,m17,m20,,,,,,,,,,,
objective_switch,mission,,e415,e435,,,r1,m20,m18,,,,,,,,,,,
objective_switch,mission,,e435,e545,,,r1,m18,m13,,,,,,,,,,,
objective_switch,mission,,e545,e558,,,r1,m13,m9,,,,,,,,,,,
objective_switch,mission,,e558,e599,,,r1,m9,m11,,,,,,,,,,,
objective_switch,mission,,e599,e655,,,r1,m11,m16,,,,,,,,,,,
objective_switch,mission,,e655,e674,,,r1,m16,m15,,,,,,,,,,,
objective_switch,mission,,e707,e752,,,r1,m15,m18,,,,,,,,,,,
objective_switch,mission,,e752,e789,,,r1,m18,m19,,,,,,,,,,,
objective_switch,mission,,e76,e112,,,r1,m5,m3,,,,,,,,,,,
objective_switch,mission,,e169,e293,,,r2,m1,m4,,,,,,,,,,,
objective_switch,mission,,e293,e297,,,r2,m4,m3,,,,,,,,,,,
objective_switch,mission,,e387,e472,,,r2,m3,m6,,,,,,,,,,,
objective_switch,mission,,e472,e476,,,r2,m6,m8,,,,,,,,,,,
objective_switch,mission,,e476,e532,,,r2,m8,m11,,,,,,,,,,,
objective_switch,mission,,e540,e589,,,r2,m11,m14,,,,,,,,,,,
objective_switch,mission,,e589,e636,,,r2,m14,m15,,,,,,,,,,,
objective_switch,mission,,e664,e693,,,r2,m15,m17,,,,,,,,,,,
objective_switch,mission,,e693,e747,,,r2,m17,m20,,,,,,,,,,,
objective_switch,mission,,e747,e770,,,r2,m20,m18,,,,,,,,,,,
objective_switch,mission,,e128,e173,,,r3,m7,m6,,,,,,,,,,,
objective_switch,mission,,e173,e220,,,r3,m6,m10,,,,,,,,,,,
objective_switch,mission,,e220,e224,,,r3,m10,m9,,,,,,,,,,,
objective_switch,mission,,e224,e254,,,r3,m9,m11,,,,,,,,,,,
objective_switch,mission,,e254,e306,,,r3,m11,m12,,,,,,,,,,,
objective_switch,mission,,e28,e44,,,r3,m1,m2,,,,,,,,,,,
objective_switch,mission,,e306,e357,,,r3,m12,m15,,,,,,,,,,,
objective_switch,mission,,e357,e391,,,r3,m15,m17,,,,,,,,,,,
objective_switch,mission,,e391,e407,,,r3,m17,m19,,,,,,,,,,,
objective_switch,mission,,e407,e576,,,r3,m19,m5,,,,,,,,,,,
objective_switch,mission,,e44,e64,,,r3,m2,m10,,,,,,,,,,,
objective_switch,mission,,e576,e724,,,r3,m5,m6,,,,,,,,,,,
objective_switch,mission,,e64,e72,,,r3,m10,m5,,,,,,,,,,,
objective_switch,mission,,e72,e80,,,r3,m5,m11,,,,,,,,,,,
objective_switch,mission,,e724,e774,,,r3,m6,m8,,,,,,,,,,,
objective_switch,mission,,e774,e806,,,r3,m8,m13,,,,,,,,,,,
objective_switch,mission,,e8,e28,,,r3,m2,m1,,,,,,,,,,,
objective_switch,mission,,e80,e84,,,r3,m11,m4,,,,,,,,,,,
objective_switch,mission,,e806,e818,,,r3,m13,m15,,,,,,,,,,,
objective_switch,mission,,e818,e830,,,r3,m15,m16,,,,,,,,,,,
objective_switch,mission,,e84,e96,,,r3,m4,m12,,,,,,,,,,,
objective_switch,mission,,e96,e128,,,r3,m12,m7,,,,,,,,,,,
objective_switch,mission,,e191,e237,,,r4,m2,m5,,,,,,,,,,,
objective_switch,mission,,e237,e263,,,r4,m5,m4,,,,,,,,,,,
objective_switch,mission,,e263,e268,,,r4,m4,m1,,,,,,,,,,,
objective_switch,mission,,e268,e319,,,r4,m1,m7,,,,,,,,,,,
objective_switch,mission,,e319,e341,,,r4,m7,m4,,,,,,,,,,,
objective_switch,mission,,e341,e383,,,r4,m4,m5,,,,,,,,,,,
objective_switch,mission,,e383,e458,,,r4,m5,m3,,,,,,,,,,,
objective_switch,mission,,e458,e468,,,r4,m3,m8,,,,,,,,,,,
objective_switch,mission,,e468,e490,,,r4,m8,m10,,,,,,,,,,,
objective_switch,mission,,e500,e505,,,r4,m10,m9,,,,,,,,,,,
objective_switch,mission,,e505,e528,,,r4,m9,m10,,,,,,,,,,,
objective_switch,mission,,e528,e567,,,r4,m10,m12,,,,,,,,,,,
objective_switch,mission,,e567,e581,,,r4,m12,m9,,,,,,,,,,,
objective_switch,mission,,e581,e616,,,r4,m9,m13,,,,,,,,,,,
objective_switch,mission,,e616,e632,,,r4,m13,m14,,,,,,,,,,,
objective_switch,mission,,e632,e660,,,r4,m14,m16,,,,,,,,,,,
objective_switch,mission,,e660,e717,,,r4,m16,m20,,,,,,,,,,,
objective_switch,mission,,e717,e738,,,r4,m20,m18,,,,,,,,,,,
objective_switch,mission,,e738,e779,,,r4,m18,m16,,,,,,,,,,,
objective_switch,mission,,e116,e124,,,r5,m3,m7,,,,,,,,,,,
objective_switch,mission,,e124,e132,,,r5,m7,m15,,,,,,,,,,,
objective_switch,mission,,e132,e136,,,r5,m15,m16,,,,,,,,,,,
objective_switch,mission,,e136,e144,,,r5,m16,m18,,,,,,,,,,,
objective_switch,mission,,e144,e199,,,r5,m18,m8,,,,,,,,,,,
objective_switch,mission,,e16,e40,,,r5,m4,m7,,,,,,,,,,,
objective_switch,mission,,e199,e216,,,r5,m8,m10,,,,,,,,,,,
objective_switch,mission,,e216,e228,,,r5,m10,m9,,,,,,,,,,,
objective_switch,mission,,e228,e258,,,r5,m9,m11,,,,,,,,,,,
objective_switch,mission,,e258,e281,,,r5,m11,m13,,,,,,,,,,,
objective_switch,mission,,e281,e328,,,r5,m13,m14,,,,,,,,,,,
objective_switch,mission,,e328,e349,,,r5,m14,m15,,,,,,,,,,,
objective_switch,mission,,e349,e378,,,r5,m15,m16,,,,,,,,,,,
objective_switch,mission,,e378,e399,,,r5,m16,m17,,,,,,,,,,,
objective_switch,mission,,e399,e411,,,r5,m17,m19,,,,,,,,,,,
objective_switch,mission,,e4,e16,,,r5,m1,m4,,,,,,,,,,,
objective_switch,mission,,e40,e48,,,r5,m7,m2,,,,,,,,,,,
objective_switch,mission,,e411,e423,,,r5,m19,m20,,,,,,,,,,,
objective_switch,mission,,e423,e427,,,r5,m20,m18,,,,,,,,,,,
objective_switch,mission,,e427,e453,,,r5,m18,m1,,,,,,,,,,,
objective_switch,mission,,e453,e519,,,r5,m1,m4,,,,,,,,,,,
objective_switch,mission,,e48,e56,,,r5,m2,m8,,,,,,,,,,,
objective_switch,mission,,e519,e572,,,r5,m4,m11,,,,,,,,,,,
objective_switch,mission,,e56,e68,,,r5,m8,m5,,,,,,,,,,,
objective_switch,mission,,e572,e611,,,r5,m11,m12,,,,,,,,,,,
objective_switch,mission,,e611,e650,,,r5,m12,m14,,,,,,,,,,,
objective_switch,mission,,e650,e702,,,r5,m14,m17,,,,,,,,,,,
objective_switch,mission,,e68,e88,,,r5,m5,m4,,,,,,,,,,,
objective_switch,mission,,e702,e733,,,r5,m17,m20,,,,,,,,,,,
objective_switch,mission,,e733,e757,,,r5,m20,m17,,,,,,,,,,,
objective_switch,mission,,e757,e784,,,r5,m17,m20,,,,,,,,,,,
objective_switch,mission,,e784,e794,,,r5,m20,m18,,,,,,,,,,,
objective_switch,mission,,e88,e116,,,r5,m4,m3,,,,,,,,,,,
objective_switch,mission,,e161,e241,,,r6,m2,m5,,,,,,,,,,,
objective_switch,mission,,e272,e345,,,r6,m5,m7,,,,,,,,,,,
objective_switch,mission,,e444,e485,,,r6,m7,m10,,,,,,,,,,,
objective_switch,mission,,e485,e523,,,r6,m10,m9,,,,,,,,,,,
objective_switch,mission,,e536,e562,,,r6,m9,m13,,,,,,,,,,,
objective_switch,mission,,e585,e603,,,r6,m13,m12,,,,,,,,,,,
objective_switch,mission,,e603,e678,,,r6,m12,m17,,,,,,,,,,,
objective_switch,mission,,e678,e689,,,r6,m17,m19,,,,,,,,,,,
objective_switch,mission,,e689,e697,,,r6,m19,m16,,,,,,,,,,,
objective_switch,mission,,e697,e728,,,r6,m16,m19,,,,,,,,,,,
objective_switch,mission,,e100,e104,,,r7,m13,m14,,,,,,,,,,,
objective_switch,mission,,e104,e108,,,r7,m14,m3,,,,,,,,,,,
