event_id,event_type,activity,start_time,end_time,robot_id,mission_id,segment_id
232,Task,mop,2026-08-27T19:28:07.511787,2026-08-27T19:28:35.018349,robot6,m3,m3_s10
233,Control,move_to,2026-08-27T19:29:02.545451,2026-08-27T19:29:11.495582,robot6,m3,m3_s11
234,Task,mop,2026-08-27T19:29:11.497288,2026-08-27T19:29:44.505028,robot6,m3,m3_s11
235,Control,move_to,2026-08-27T19:29:55.533048,2026-08-27T19:30:11.663577,robot6,m3,m3_s15
236,Task,mop,2026-08-27T19:30:11.665993,2026-08-27T19:30:39.173472,robot6,m3,m3_s15
237,Task,final_room_check,2026-08-27T19:31:09.519000,2026-08-27T19:31:17.026701,robot6,m3,m3_s15
238,Control,move_to,2026-08-27T19:31:28.535709,2026-08-27T19:31:46.982184,robot6,m3,m3_s13
239,Task,final_room_check,2026-08-27T19:31:46.984679,2026-08-27T19:31:57.492806,robot6,m3,m3_s13
240,Control,undock,2026-08-27T19:24:49.504567,2026-08-27T19:24:53.509547,robot7,m3,m3_s2
241,Control,move_to,2026-08-27T19:24:53.510342,2026-08-27T19:25:15.877620,robot7,m3,m3_s2
242,Task,check_room,2026-08-27T19:25:15.879524,2026-08-27T19:25:20.386705,robot7,m3,m3_s2
243,Control,move_to,2026-08-27T19:25:20.510813,2026-08-27T19:25:50.042190,robot7,m3,m3_s11
244,Task,check_room,2026-08-27T19:25:50.042929,2026-08-27T19:25:59.049462,robot7,m3,m3_s11
245,Control,move_to,2026-08-27T19:26:00.501407,2026-08-27T19:26:40.216743,robot7,m3,m3_s1
246,Task,mop,2026-08-27T19:26:40.219665,2026-08-27T19:27:13.226411,robot7,m3,m3_s1
247,Control,move_to,2026-08-27T19:27:29.543915,2026-08-27T19:27:41.712099,robot7,m3,m3_s2
248,Task,final_room_check,2026-08-27T19:27:41.712998,2026-08-27T19:27:46.216068,robot7,m3,m3_s2
249,Control,move_to,2026-08-27T19:27:55.527326,2026-08-27T19:28:10.093609,robot7,m3,m3_s5
250,Task,final_room_check,2026-08-27T19:28:10.096259,2026-08-27T19:28:17.604308,robot7,m3,m3_s5
251,Control,move_to,2026-08-27T19:28:25.515144,2026-08-27T19:28:37.518502,robot7,m3,m3_s6
252,Task,final_room_check,2026-08-27T19:28:37.519367,2026-08-27T19:28:46.522732,robot7,m3,m3_s6
253,Control,move_to,2026-08-27T19:29:15.507937,2026-08-27T19:29:54.909711,robot7,m3,m3_s12
254,Task,mop,2026-08-27T19:29:54.912561,2026-08-27T19:30:11.420464,robot7,m3,m3_s12
