pattern_type,objective_type,objective_id,prev_event_id,next_event_id,from_robot_id,to_robot_id,robot_id,from_objective_id,to_objective_id,event_i,event_j,event_k,returning_robot_id,intermediate_robot_id,reason_capability,objective_1,objective_2,mission_id,overlap_start,overlap_end
objective_switch,mission,,e16,e40,,,r5,m4,m7,,,,,,,,,,,
objective_switch,mission,,e177,e204,,,r5,m6,m8,,,,,,,,,,,
objective_switch,mission,,e204,e216,,,r5,m8,m10,,,,,,,,,,,
objective_switch,mission,,e216,e241,,,r5,m10,m9,,,,,,,,,,,
objective_switch,mission,,e241,e249,,,r5,m9,m11,,,,,,,,,,,
objective_switch,mission,,e249,e285,,,r5,m11,m13,,,,,,,,,,,
objective_switch,mission,,e285,e305,,,r5,m13,m12,,,,,,,,,,,
objective_switch,mission,,e305,e357,,,r5,m12,m15,,,,,,,,,,,
objective_switch,mission,,e357,e394,,,r5,m15,m17,,,,,,,,,,,
objective_switch,mission,,e394,e432,,,r5,m17,m20,,,,,,,,,,,
objective_switch,mission,,e4,e16,,,r5,m1,m4,,,,,,,,,,,
objective_switch,mission,,e40,e48,,,r5,m7,m2,,,,,,,,,,,
objective_switch,mission,,e432,e444,,,r5,m20,m19,,,,,,,,,,,
objective_switch,mission,,e444,e504,,,r5,m19,m6,,,,,,,,,,,
objective_switch,mission,,e48,e56,,,r5,m2,m8,,,,,,,,,,,
objective_switch,mission,,e504,e544,,,r5,m6,m11,,,,,,,,,,,
objective_switch,mission,,e544,e587,,,r5,m11,m13,,,,,,,,,,,
objective_switch,mission,,e56,e60,,,r5,m8,m9,,,,,,,,,,,
objective_switch,mission,,e587,e614,,,r5,m13,m14,,,,,,,,,,,
objective_switch,mission,,e60,e92,,,r5,m9,m4,,,,,,,,,,,
objective_switch,mission,,e663,e668,,,r5,m14,m12,,,,,,,,,,,
objective_switch,mission,,e668,e687,,,r5,m12,m16,,,,,,,,,,,
objective_switch,mission,,e687,e714,,,r5,m16,m15,,,,,,,,,,,
objective_switch,mission,,e92,e104,,,r5,m4,m14,,,,,,,,,,,
objective_switch,mission,,e161,e229,,,r6,m2,m5,,,,,,,,,,,
objective_switch,mission,,e229,e313,,,r6,m5,m3,,,,,,,,,,,
objective_switch,mission,,e313,e377,,,r6,m3,m7,,,,,,,,,,,
objective_switch,mission,,e377,e385,,,r6,m7,m6,,,,,,,,,,,
objective_switch,mission,,e385,e406,,,r6,m6,m8,,,,,,,,,,,
objective_switch,mission,,e406,e532,,,r6,m8,m11,,,,,,,,,,,
objective_switch,mission,,e557,e595,,,r6,m11,m14,,,,,,,,,,,
objective_switch,mission,,e595,e628,,,r6,m14,m15,,,,,,,,,,,
objective_switch,mission,,e658,e705,,,r6,m15,m17,,,,,,,,,,,
objective_switch,mission,,e705,e728,,,r6,m17,m20,,,,,,,,,,,
objective_switch,mission,,e728,e751,,,r6,m20,m19,,,,,,,,,,,
objective_switch,mission,,e112,e140,,,r7,m3,m17,,,,,,,,,,,
objective_switch,mission,,e140,e165,,,r7,m17,m20,,,,,,,,,,,
objective_switch,mission,,e165,e208,,,r7,m20,m8,,,,,,,,,,,
objective_switch,mission,,e20,e24,,,r7,m5,m1,,,,,,,,,,,
objective_switch,mission,,e208,e212,,,r7,m8,m10,,,,,,,,,,,
objective_switch,mission,,e212,e233,,,r7,m10,m9,,,,,,,,,,,
objective_switch,mission,,e233,e281,,,r7,m9,m13,,,,,,,,,,,
objective_switch,mission,,e24,e44,,,r7,m1,m2,,,,,,,,,,,
objective_switch,mission,,e281,e301,,,r7,m13,m12,,,,,,,,,,,
objective_switch,mission,,e301,e330,,,r7,m12,m14,,,,,,,,,,,
objective_switch,mission,,e330,e369,,,r7,m14,m16,,,,,,,,,,,
objective_switch,mission,,e369,e398,,,r7,m16,m17,,,,,,,,,,,
objective_switch,mission,,e398,e418,,,r7,m17,m18,,,,,,,,,,,
objective_switch,mission,,e418,e436,,,r7,m18,m20,,,,,,,,,,,
objective_switch,mission,,e436,e470,,,r7,m20,m1,,,,,,,,,,,
objective_switch,mission,,e44,e64,,,r7,m2,m10,,,,,,,,,,,
objective_switch,mission,,e470,e604,,,r7,m1,m4,,,,,,,,,,,
objective_switch,mission,,e604,e645,,,r7,m4,m3,,,,,,,,,,,
objective_switch,mission,,e64,e72,,,r7,m10,m5,,,,,,,,,,,
objective_switch,mission,,e645,e763,,,r7,m3,m6,,,,,,,,,,,
objective_switch,mission,,e72,e80,,,r7,m5,m11,,,,,,,,,,,
objective_switch,mission,,e763,e798,,,r7,m6,m9,,,,,,,,,,,
objective_switch,mission,,e798,e806,,,r7,m9,m13,,,,,,,,,,,
objective_switch,mission,,e80,e84,,,r7,m11,m4,,,,,,,,,,,
objective_switch,mission,,e806,e810,,,r7,m13,m11,,,,,,,,,,,
objective_switch,mission,,e810,e818,,,r7,m11,m16,,,,,,,,,,,
objective_switch,mission,,e818,e822,,,r7,m16,m15,,,,,,,,,,,
objective_switch,mission,,e822,e834,,,r7,m15,m18,,,,,,,,,,,
objective_switch,mission,,e84,e96,,,r7,m4,m12,,,,,,,,,,,
objective_switch,mission,,e96,e112,,,r7,m12,m3,,,,,,,,,,,
objective_switch,mission,,e186,e196,,,r8,m1,m2,,,,,,,,,,,
objective_switch,mission,,e262,e277,,,r8,m2,m1,,,,,,,,,,,
objective_switch,mission,,e277,e340,,,r8,m1,m5,,,,,,,,,,,
objective_switch,mission,,e340,e390,,,r8,m5,m4,,,,,,,,,,,
objective_switch,mission,,e390,e428,,,r8,m4,m3,,,,,,,,,,,
objective_switch,mission,,e428,e461,,,r8,m3,m8,,,,,,,,,,,
objective_switch,mission,,e461,e480,,,r8,m8,m7,,,,,,,,,,,
objective_switch,mission,,e480,e490,,,r8,m7,m6,,,,,,,,,,,
objective_switch,mission,,e490,e519,,,r8,m6,m10,,,,,,,,,,,
objective_switch,mission,,e524,e562,,,r8,m10,m9,,,,,,,,,,,
objective_switch,mission,,e582,e624,,,r8,m9,m13,,,,,,,,,,,
objective_switch,mission,,e624,e654,,,r8,m13,m16,,,,,,,,,,,
objective_switch,mission,,e692,e719,,,r8,m16,m18,,,,,,,,,,,
objective_switch,mission,,e719,e738,,,r8,m18,m19,,,,,,,,,,,
objective_switch,mission,,e738,e780,,,r8,m19,m18,,,,,,,,,,,
objective_switch,segment,,e116,e124,,,r1,m3_s3,m7_s2,,,,,,,,,,,
objective_switch,segment,,e173,e220,,,r1,m6_s1,m10_s3,,,,,,,,,,,
objective_switch,segment,,e220,e245,,,r1,m10_s3,m11_s1,,,,,,,,,,,
objective_switch,segment,,e245,e289,,,r1,m11_s1,m13_s3,,,,,,,,,,,
objective_switch,segment,,e289,e322,,,r1,m13_s3,m14_s1,,,,,,,,,,,
objective_switch,segment,,e322,e349,,,r1,m14_s1,m15_s1,,,,,,,,,,,
objective_switch,segment,,e349,e373,,,r1,m15_s1,m16_s3,,,,,,,,,,,
objective_switch,segment,,e373,e402,,,r1,m16_s3,m17_s3,,,,,,,,,,,
objective_switch,segment,,e402,e414,,,r1,m17_s3,m18_s2,,,,,,,,,,,
objective_switch,segment,,e414,e448,,,r1,m18_s2,m19_s2,,,,,,,,,,,
objective_switch,segment,,e448,e495,,,r1,m19_s2,m10_s1,,,,,,,,,,,
objective_switch,segment,,e495,e514,,,r1,m10_s1,m9_s2,,,,,,,,,,,
objective_switch,segment,,e514,e570,,,r1,m9_s2,m11_s3,,,,,,,,,,,
objective_switch,segment,,e570,e619,,,r1,m11_s3,m12_s3,,,,,,,,,,,
objective_switch,segment,,e619,e641,,,r1,m12_s3,m11_s1,,,,,,,,,,,
objective_switch,segment,,e641,e682,,,r1,m11_s1,m15_s1,,,,,,,,,,,
objective_switch,segment,,e68,e88,,,r1,m5_s1,m4_s2,,,,,,,,,,,
objective_switch,segment,,e682,e701,,,r1,m15_s1,m18_s3,,,,,,,,,,,
objective_switch,segment,,e701,e733,,,r1,m18_s3,m20_s3,,,,,,,,,,,
objective_switch,segment,,e733,e747,,,r1,m20_s3,m17_s3,,,,,,,,,,,
objective_switch,segment,,e747,e794,,,r1,m17_s3,m19_s3,,,,,,,,,,,
objective_switch,segment,,e88,e116,,,r1,m4_s2,m3_s3,,,,,,,,,,,
objective_switch,segment,,e157,e169,,,r2,m1_s1,m1_s3,,,,,,,,,,,
objective_switch,segment,,e169,e257,,,r2,m1_s3,m5_s1,,,,,,,,,,,
objective_switch,segment,,e257,e293,,,r2,m5_s1,m4_s2,,,,,,,,,,,
objective_switch,segment,,e293,e309,,,r2,m4_s2,m3_s3,,,,,,,,,,,
objective_switch,segment,,e309,e381,,,r2,m3_s3,m7_s3,,,,,,,,,,,
objective_switch,segment,,e381,e456,,,r2,m7_s3,m10_s2,,,,,,,,,,,
objective_switch,segment,,e456,e499,,,r2,m10_s2,m9_s3,,,,,,,,,,,
objective_switch,segment,,e499,e528,,,r2,m9_s3,m9_s1,,,,,,,,,,,
objective_switch,segment,,e528,e548,,,r2,m9_s1,m13_s1,,,,,,,,,,,
objective_switch,segment,,e548,e574,,,r2,m13_s1,m13_s3,,,,,,,,,,,
objective_switch,segment,,e574,e591,,,r2,m13_s3,m12_s2,,,,,,,,,,,
objective_switch,segment,,e591,e649,,,r2,m12_s2,m16_s2,,,,,,,,,,,
objective_switch,segment,,e649,e672,,,r2,m16_s2,m17_s3,,,,,,,,,,,
objective_switch,segment,,e672,e709,,,r2,m17_s3,m18_s2,,,,,,,,,,,
objective_switch,segment,,e709,e742,,,r2,m18_s2,m19_s3,,,,,,,,,,,
objective_switch,segment,,e108,e128,,,r3,m3_s1,m7_s3,,,,,,,,,,,
objective_switch,segment,,e181,e200,,,r3,m6_s3,m8_s1,,,,,,,,,,,
objective_switch,segment,,e200,e237,,,r3,m8_s1,m9_s2,,,,,,,,,,,
objective_switch,segment,,e237,e253,,,r3,m9_s2,m11_s3,,,,,,,,,,,
objective_switch,segment,,e253,e297,,,r3,m11_s3,m12_s1,,,,,,,,,,,
objective_switch,segment,,e28,e52,,,r3,m1_s2,m2_s3,,,,,,,,,,,
objective_switch,segment,,e297,e326,,,r3,m12_s1,m14_s2,,,,,,,,,,,
objective_switch,segment,,e326,e353,,,r3,m14_s2,m15_s2,,,,,,,,,,,
objective_switch,segment,,e365,e410,,,r3,m16_s1,m18_s1,,,,,,,,,,,
objective_switch,segment,,e410,e440,,,r3,m18_s1,m20_s3,,,,,,,,,,,
objective_switch,segment,,e440,e452,,,r3,m20_s3,m19_s3,,,,,,,,,,,
objective_switch,segment,,e52,e76,,,r3,m2_s3,m5_s3,,,,,,,,,,,
objective_switch,segment,,e191,e225,,,r4,m2_s3,m5_s2,,,,,,,,,,,
objective_switch,segment,,e225,e267,,,r4,m5_s2,m4_s1,,,,,,,,,,,
objective_switch,segment,,e267,e272,,,r4,m4_s1,m4_s3,,,,,,,,,,,
objective_switch,segment,,e272,e318,,,r4,m4_s3,m7_s2,,,,,,,,,,,
objective_switch,segment,,e318,e335,,,r4,m7_s2,m5_s1,,,,,,,,,,,
objective_switch,segment,,e335,e345,,,r4,m5_s1,m3_s2,,,,,,,,,,,
objective_switch,segment,,e345,e423,,,r4,m3_s2,m3_s3,,,,,,,,,,,
objective_switch,segment,,e423,e466,,,r4,m3_s3,m6_s3,,,,,,,,,,,
objective_switch,segment,,e466,e475,,,r4,m6_s3,m7_s3,,,,,,,,,,,
objective_switch,segment,,e475,e485,,,r4,m7_s3,m8_s1,,,,,,,,,,,
objective_switch,segment,,e485,e509,,,r4,m8_s1,m8_s2,,,,,,,,,,,
objective_switch,segment,,e509,e553,,,r4,m8_s2,m12_s1,,,,,,,,,,,
objective_switch,segment,,e553,e600,,,r4,m12_s1,m14_s1,,,,,,,,,,,
objective_switch,segment,,e600,e609,,,r4,m14_s1,m13_s1,,,,,,,,,,,
objective_switch,segment,,e609,e636,,,r4,m13_s1,m15_s2,,,,,,,,,,,
objective_switch,segment,,e636,e677,,,r4,m15_s2,m17_s2,,,,,,,,,,,
objective_switch,segment,,e677,e724,,,r4,m17_s2,m20_s1,,,,,,,,,,,
objective_switch,segment,,e724,e756,,,r4,m20_s1,m17_s1,,,,,,,,,,,
objective_switch,segment,,e756,e775,,,r4,m17_s1,m20_s2,,,,,,,,,,,
objective_switch,segment,,e775,e789,,,r4,m20_s2,m19_s1,,,,,,,,,,,
objective_switch,segment,,e120,e177,,,r5,m7_s1,m6_s2,,,,,,,,,,,
objective_switch,segment,,e177,e204,,,r5,m6_s2,m8_s2,,,,,,,,,,,
objective_switch,segment,,e204,e216,,,r5,m8_s2,m10_s2,,,,,,,,,,,
objective_switch,segment,,e216,e241,,,r5,m10_s2,m9_s3,,,,,,,,,,,
objective_switch,segment,,e241,e249,,,r5,m9_s3,m11_s2,,,,,,,,,,,
objective_switch,segment,,e249,e285,,,r5,m11_s2,m13_s2,,,,,,,,,,,
objective_switch,segment,,e285,e305,,,r5,m13_s2,m12_s3,,,,,,,,,,,
objective_switch,segment,,e305,e357,,,r5,m12_s3,m15_s3,,,,,,,,,,,
objective_switch,segment,,e357,e394,,,r5,m15_s3,m17_s1,,,,,,,,,,,
objective_switch,segment,,e394,e432,,,r5,m17_s1,m20_s1,,,,,,,,,,,
objective_switch,segment,,e432,e444,,,r5,m20_s1,m19_s1,,,,,,,,,,,
objective_switch,segment,,e444,e504,,,r5,m19_s1,m6_s2,,,,,,,,,,,
objective_switch,segment,,e504,e544,,,r5,m6_s2,m11_s2,,,,,,,,,,,
objective_switch,segment,,e544,e587,,,r5,m11_s2,m13_s2,,,,,,,,,,,
objective_switch,segment,,e587,e614,,,r5,m13_s2,m14_s3,,,,,,,,,,,
objective_switch,segment,,e614,e663,,,r5,m14_s3,m14_s2,,,,,,,,,,,
objective_switch,segment,,e663,e668,,,r5,m14_s2,m12_s2,,,,,,,,,,,
objective_switch,segment,,e668,e687,,,r5,m12_s2,m16_s1,,,,,,,,,,,
objective_switch,segment,,e687,e714,,,r5,m16_s1,m15_s3,,,,,,,,,,,
objective_switch,segment,,e161,e229,,,r6,m2_s2,m5_s3,,,,,,,,,,,
objective_switch,segment,,e229,e313,,,r6,m5_s3,m3_s1,,,,,,,,,,,
objective_switch,segment,,e313,e377,,,r6,m3_s1,m7_s1,,,,,,,,,,,
objective_switch,segment,,e377,e385,,,r6,m7_s1,m6_s2,,,,,,,,,,,
objective_switch,segment,,e385,e406,,,r6,m6_s2,m8_s2,,,,,,,,,,,
objective_switch,segment,,e406,e532,,,r6,m8_s2,m11_s3,,,,,,,,,,,
objective_switch,segment,,e532,e557,,,r6,m11_s3,m11_s1,,,,,,,,,,,
objective_switch,segment,,e557,e595,,,r6,m11_s1,m14_s2,,,,,,,,,,,
objective_switch,segment,,e595,e628,,,r6,m14_s2,m15_s1,,,,,,,,,,,
objective_switch,segment,,e628,e658,,,r6,m15_s1,m15_s3,,,,,,,,,,,
objective_switch,segment,,e658,e705,,,r6,m15_s3,m17_s1,,,,,,,,,,,
objective_switch,segment,,e705,e728,,,r6,m17_s1,m20_s2,,,,,,,,,,,
objective_switch,segment,,e728,e751,,,r6,m20_s2,m19_s1,,,,,,,,,,,
objective_switch,segment,,e208,e212,,,r7,m8_s3,m10_s1,,,,,,,,,,,
objective_switch,segment,,e212,e233,,,r7,m10_s1,m9_s1,,,,,,,,,,,
objective_switch,segment,,e233,e281,,,r7,m9_s1,m13_s1,,,,,,,,,,,
objective_switch,segment,,e24,e44,,,r7,m1_s1,m2_s1,,,,,,,,,,,
objective_switch,segment,,e281,e301,,,r7,m13_s1,m12_s2,,,,,,,,,,,
objective_switch,segment,,e301,e330,,,r7,m12_s2,m14_s3,,,,,,,,,,,
objective_switch,segment,,e330,e369,,,r7,m14_s3,m16_s2,,,,,,,,,,,
objective_switch,segment,,e369,e398,,,r7,m16_s2,m17_s2,,,,,,,,,,,
objective_switch,segment,,e398,e418,,,r7,m17_s2,m18_s3,,,,,,,,,,,
objective_switch,segment,,e418,e436,,,r7,m18_s3,m20_s2,,,,,,,,,,,
objective_switch,segment,,e149,e186,,,r8,m1_s2,m1_s1,,,,,,,,,,,
objective_switch,segment,,e186,e196,,,r8,m1_s1,m2_s1,,,,,,,,,,,
objective_switch,segment,,e196,e262,,,r8,m2_s1,m2_s2,,,,,,,,,,,
objective_switch,segment,,e262,e277,,,r8,m2_s2,m1_s3,,,,,,,,,,,
objective_switch,segment,,e277,e340,,,r8,m1_s3,m5_s3,,,,,,,,,,,
objective_switch,segment,,e340,e390,,,r8,m5_s3,m4_s2,,,,,,,,,,,
objective_switch,segment,,e390,e428,,,r8,m4_s2,m3_s1,,,,,,,,,,,
objective_switch,segment,,e428,e461,,,r8,m3_s1,m8_s3,,,,,,,,,,,
objective_switch,segment,,e461,e480,,,r8,m8_s3,m7_s1,,,,,,,,,,,
objective_switch,segment,,e480,e490,,,r8,m7_s1,m6_s1,,,,,,,,,,,
objective_switch,segment,,e490,e519,,,r8,m6_s1,m10_s2,,,,,,,,,,,
objective_switch,segment,,e519,e524,,,r8,m10_s2,m10_s3,,,,,,,,,,,
objective_switch,segment,,e524,e562,,,r8,m10_s3,m9_s3,,,,,,,,,,,
objective_switch,segment,,e562,e582,,,r8,m9_s3,m9_s1,,,,,,,,,,,
objective_switch,segment,,e582,e624,,,r8,m9_s1,m13_s3,,,,,,,,,,,
objective_switch,segment,,e624,e654,,,r8,m13_s3,m16_s3,,,,,,,,,,,
objective_switch,segment,,e654,e692,,,r8,m16_s3,m16_s2,,,,,,,,,,,
objective_switch,segment,,e692,e719,,,r8,m16_s2,m18_s1,,,,,,,,,,,
objective_switch,segment,,e719,e738,,,r8,m18_s1,m19_s2,,,,,,,,,,,
objective_switch,segment,,e738,e780,,,r8,m19_s2,m18_s2,,,,,,,,,,,
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m10,,2026-01-01T08:04:46.79,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m11,,2026-01-01T08:05:48.81,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m12,,2026-01-01T08:07:59.09,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m13,,2026-01-01T08:07:18.43,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m14,,2026-01-01T08:08:44.17,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m15,,2026-01-01T08:09:36.59,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m16,,2026-01-01T08:09:58.32,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m17,,2026-01-01T08:11:04.59,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m18,,2026-01-01T08:11:28.99,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m19,,2026-01-01T08:11:51.98,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m2,,2026-01-01T08:00:58.87,2026-01-01T08:21:20.82
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m20,,2026-01-01T08:11:47.88,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m3,,2026-01-01T08:02:06.85,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m4,,2026-01-01T08:01:31.92,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m5,,2026-01-01T08:01:19.67,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m6,,2026-01-01T08:03:37.02,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m7,,2026-01-01T08:02:06.60,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m8,,2026-01-01T08:04:43.79,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m1,m9,,2026-01-01T08:05:44.92,2026-01-01T08:26:46.09
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m11,,2026-01-01T08:05:48.81,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m12,,2026-01-01T08:07:59.09,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m13,,2026-01-01T08:07:18.43,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m14,,2026-01-01T08:08:44.17,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m15,,2026-01-01T08:09:36.59,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m16,,2026-01-01T08:09:58.32,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m17,,2026-01-01T08:11:04.59,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m18,,2026-01-01T08:11:28.99,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m19,,2026-01-01T08:11:51.98,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m2,,2026-01-01T08:04:46.79,2026-01-01T08:21:20.82
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m20,,2026-01-01T08:11:47.88,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m3,,2026-01-01T08:04:46.79,2026-01-01T08:30:18.05
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m4,,2026-01-01T08:04:46.79,2026-01-01T08:27:43.25
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m5,,2026-01-01T08:04:46.79,2026-01-01T08:28:33.23
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m6,,2026-01-01T08:04:46.79,2026-01-01T08:31:48.69
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m7,,2026-01-01T08:04:46.79,2026-01-01T08:30:59.52
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m8,,2026-01-01T08:04:46.79,2026-01-01T08:32:57.27
parallel_collaboration,mission,,,,,,,,,,,,,,,m10,m9,,2026-01-01T08:05:44.92,2026-01-01T08:34:38.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m12,,2026-01-01T08:07:59.09,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m13,,2026-01-01T08:07:18.43,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m14,,2026-01-01T08:08:44.17,2026-01-01T08:36:47.84
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m15,,2026-01-01T08:09:36.59,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m16,,2026-01-01T08:09:58.32,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m17,,2026-01-01T08:11:04.59,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m18,,2026-01-01T08:11:28.99,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m19,,2026-01-01T08:11:51.98,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m2,,2026-01-01T08:05:48.81,2026-01-01T08:21:20.82
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m20,,2026-01-01T08:11:47.88,2026-01-01T08:37:13.90
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m3,,2026-01-01T08:05:48.81,2026-01-01T08:30:18.05
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m4,,2026-01-01T08:05:48.81,2026-01-01T08:27:43.25
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m5,,2026-01-01T08:05:48.81,2026-01-01T08:28:33.23
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m6,,2026-01-01T08:05:48.81,2026-01-01T08:31:48.69
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m7,,2026-01-01T08:05:48.81,2026-01-01T08:30:59.52
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m8,,2026-01-01T08:05:48.81,2026-01-01T08:32:57.27
parallel_collaboration,mission,,,,,,,,,,,,,,,m11,m9,,2026-01-01T08:05:48.81,2026-01-01T08:35:33.39
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m13,,2026-01-01T08:07:59.09,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m14,,2026-01-01T08:08:44.17,2026-01-01T08:36:47.84
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m15,,2026-01-01T08:09:36.59,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m16,,2026-01-01T08:09:58.32,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m17,,2026-01-01T08:11:04.59,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m18,,2026-01-01T08:11:28.99,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m19,,2026-01-01T08:11:51.98,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m2,,2026-01-01T08:07:59.09,2026-01-01T08:21:20.82
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m20,,2026-01-01T08:11:47.88,2026-01-01T08:37:35.14
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m3,,2026-01-01T08:07:59.09,2026-01-01T08:30:18.05
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m4,,2026-01-01T08:07:59.09,2026-01-01T08:27:43.25
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m5,,2026-01-01T08:07:59.09,2026-01-01T08:28:33.23
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m6,,2026-01-01T08:07:59.09,2026-01-01T08:31:48.69
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m7,,2026-01-01T08:07:59.09,2026-01-01T08:30:59.52
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m8,,2026-01-01T08:07:59.09,2026-01-01T08:32:57.27
parallel_collaboration,mission,,,,,,,,,,,,,,,m12,m9,,2026-01-01T08:07:59.09,2026-01-01T08:35:33.39
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m14,,2026-01-01T08:08:44.17,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m15,,2026-01-01T08:09:36.59,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m16,,2026-01-01T08:09:58.32,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m17,,2026-01-01T08:11:04.59,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m18,,2026-01-01T08:11:28.99,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m19,,2026-01-01T08:11:51.98,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m2,,2026-01-01T08:07:18.43,2026-01-01T08:21:20.82
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m20,,2026-01-01T08:11:47.88,2026-01-01T08:36:06.13
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m3,,2026-01-01T08:07:18.43,2026-01-01T08:30:18.05
parallel_collaboration,mission,,,,,,,,,,,,,,,m13,m4,,2026-01-01T08:07:18.43,2026-01-01T08:27:43.25
